label_idx	cell	target	condition	category	label_name
410	GM12878	BRCA1	None	TF	410--GM12878--BRCA1--None
411	GM12878	c-Fos	None	TF	411--GM12878--c-Fos--None
412	GM12878	CHD1	None	TF	412--GM12878--CHD1--None
413	GM12878	CHD2	None	TF	413--GM12878--CHD2--None
414	GM12878	COREST	None	TF	414--GM12878--COREST--None
415	GM12878	CTCF	None	TF	415--GM12878--CTCF--None
416	GM12878	E2F4	None	TF	416--GM12878--E2F4--None
417	GM12878	EBF1	None	TF	417--GM12878--EBF1--None
418	GM12878	ELK1	None	TF	418--GM12878--ELK1--None
419	GM12878	IKZF1	None	TF	419--GM12878--IKZF1--None
420	GM12878	JUND	None	TF	420--GM12878--JUND--None
421	GM12878	MAX	None	TF	421--GM12878--MAX--None
422	GM12878	MAZ	None	TF	422--GM12878--MAZ--None
423	GM12878	MXI1	None	TF	423--GM12878--MXI1--None
424	GM12878	NF-E2	None	TF	424--GM12878--NF-E2--None
425	GM12878	NFKB	TNFa	TF	425--GM12878--NFKB--TNFa
426	GM12878	NF-YA	None	TF	426--GM12878--NF-YA--None
427	GM12878	NF-YB	None	TF	427--GM12878--NF-YB--None
428	GM12878	NRF1	None	TF	428--GM12878--NRF1--None
429	GM12878	EP300	None	TF	429--GM12878--EP300--None
430	GM12878	EP300	None	TF	430--GM12878--EP300--None
431	GM12878	Pol2	None	Pol	431--GM12878--Pol2--None
432	GM12878	Pol2(phosphoS2)	None	Pol	432--GM12878--Pol2_phosphoS2_--None
433	GM12878	Pol2	None	Pol	433--GM12878--Pol2--None
434	GM12878	Pol3	None	Pol	434--GM12878--Pol3--None
435	GM12878	RAD21	None	TF	435--GM12878--RAD21--None
436	GM12878	RFX5	None	TF	436--GM12878--RFX5--None
437	GM12878	SIN3A	None	TF	437--GM12878--SIN3A--None
438	GM12878	SMC3	None	TF	438--GM12878--SMC3--None
439	GM12878	STAT1	None	TF	439--GM12878--STAT1--None
440	GM12878	STAT3	None	TF	440--GM12878--STAT3--None
441	GM12878	TBLR1	None	TF	441--GM12878--TBLR1--None
442	GM12878	TBP	None	TF	442--GM12878--TBP--None
443	GM12878	TR4	None	TF	443--GM12878--TR4--None
444	GM12878	USF2	None	TF	444--GM12878--USF2--None
445	GM12878	WHIP	None	TF	445--GM12878--WHIP--None
446	GM12878	YY1	None	TF	446--GM12878--YY1--None
447	GM12878	ZNF143	None	TF	447--GM12878--ZNF143--None
448	GM12878	ZNF274	None	TF	448--GM12878--ZNF274--None
449	GM12878	ZZZ3	None	TF	449--GM12878--ZZZ3--None
450	GM12891	NFKB	TNFa	TF	450--GM12891--NFKB--TNFa
451	GM12891	Pol2	None	Pol	451--GM12891--Pol2--None
452	GM12892	NFKB	TNFa	TF	452--GM12892--NFKB--TNFa
453	GM12892	Pol2	None	Pol	453--GM12892--Pol2--None
454	GM15510	NFKB	TNFa	TF	454--GM15510--NFKB--TNFa
455	GM15510	Pol2	None	Pol	455--GM15510--Pol2--None
456	GM18505	NFKB	TNFa	TF	456--GM18505--NFKB--TNFa
457	GM18505	Pol2	None	Pol	457--GM18505--Pol2--None
458	GM18526	NFKB	TNFa	TF	458--GM18526--NFKB--TNFa
459	GM18526	Pol2	None	Pol	459--GM18526--Pol2--None
460	GM18951	NFKB	TNFa	TF	460--GM18951--NFKB--TNFa
461	GM18951	Pol2	None	Pol	461--GM18951--Pol2--None
462	GM19099	NFKB	TNFa	TF	462--GM19099--NFKB--TNFa
463	GM19099	Pol2	None	Pol	463--GM19099--Pol2--None
464	GM19193	NFKB	TNFa	TF	464--GM19193--NFKB--TNFa
465	GM19193	Pol2	None	Pol	465--GM19193--Pol2--None
466	H1-hESC	BACH1	None	TF	466--H1-hESC--BACH1--None
467	H1-hESC	BRCA1	None	TF	467--H1-hESC--BRCA1--None
468	H1-hESC	CEBPB	None	TF	468--H1-hESC--CEBPB--None
469	H1-hESC	CHD1	None	TF	469--H1-hESC--CHD1--None
470	H1-hESC	CHD2	None	TF	470--H1-hESC--CHD2--None
471	H1-hESC	JUN	None	TF	471--H1-hESC--JUN--None
472	H1-hESC	MYC	None	TF	472--H1-hESC--MYC--None
473	H1-hESC	CtBP2	None	TF	473--H1-hESC--CtBP2--None
474	H1-hESC	GTF2F1	None	TF	474--H1-hESC--GTF2F1--None
475	H1-hESC	JUND	None	TF	475--H1-hESC--JUND--None
476	H1-hESC	MAFK	None	TF	476--H1-hESC--MAFK--None
477	H1-hESC	MAX	None	TF	477--H1-hESC--MAX--None
478	H1-hESC	MXI1	None	TF	478--H1-hESC--MXI1--None
479	H1-hESC	NRF1	None	TF	479--H1-hESC--NRF1--None
480	H1-hESC	RAD21	None	TF	480--H1-hESC--RAD21--None
481	H1-hESC	RFX5	None	TF	481--H1-hESC--RFX5--None
482	H1-hESC	SIN3A	None	TF	482--H1-hESC--SIN3A--None
483	H1-hESC	SUZ12	None	TF	483--H1-hESC--SUZ12--None
484	H1-hESC	TBP	None	TF	484--H1-hESC--TBP--None
485	H1-hESC	USF2	None	TF	485--H1-hESC--USF2--None
486	H1-hESC	ZNF143	None	TF	486--H1-hESC--ZNF143--None
487	HCT-116	Pol2	None	Pol	487--HCT-116--Pol2--None
488	HCT-116	TCF7L2	None	TF	488--HCT-116--TCF7L2--None
489	HEK293	ELK4	None	TF	489--HEK293--ELK4--None
490	HEK293	KAP1	None	TF	490--HEK293--KAP1--None
491	HEK293	Pol2	None	Pol	491--HEK293--Pol2--None
492	HEK293	TCF7L2	None	TF	492--HEK293--TCF7L2--None
493	HEK293-T-REx	ZNF263	None	TF	493--HEK293-T-REx--ZNF263--None
494	HeLa-S3	AP-2alpha	None	TF	494--HeLa-S3--AP-2alpha--None
495	HeLa-S3	AP-2gamma	None	TF	495--HeLa-S3--AP-2gamma--None
496	HeLa-S3	BAF155	None	TF	496--HeLa-S3--BAF155--None
497	HeLa-S3	BAF170	None	TF	497--HeLa-S3--BAF170--None
498	HeLa-S3	BDP1	None	TF	498--HeLa-S3--BDP1--None
499	HeLa-S3	BRCA1	None	TF	499--HeLa-S3--BRCA1--None
500	HeLa-S3	BRF1	None	TF	500--HeLa-S3--BRF1--None
501	HeLa-S3	BRF2	None	TF	501--HeLa-S3--BRF2--None
502	HeLa-S3	BRG1	None	TF	502--HeLa-S3--BRG1--None
503	HeLa-S3	CEBPB	None	TF	503--HeLa-S3--CEBPB--None
504	HeLa-S3	FOS	None	TF	504--HeLa-S3--FOS--None
505	HeLa-S3	CHD2	None	TF	505--HeLa-S3--CHD2--None
506	HeLa-S3	JUN	None	TF	506--HeLa-S3--JUN--None
507	HeLa-S3	MYC	None	TF	507--HeLa-S3--MYC--None
508	HeLa-S3	COREST	None	TF	508--HeLa-S3--COREST--None
509	HeLa-S3	E2F1	None	TF	509--HeLa-S3--E2F1--None
510	HeLa-S3	E2F4	None	TF	510--HeLa-S3--E2F4--None
511	HeLa-S3	E2F6	None	TF	511--HeLa-S3--E2F6--None
512	HeLa-S3	ELK1	None	TF	512--HeLa-S3--ELK1--None
513	HeLa-S3	ELK4	None	TF	513--HeLa-S3--ELK4--None
514	HeLa-S3	GTF2F1	None	TF	514--HeLa-S3--GTF2F1--None
515	HeLa-S3	HA-E2F1	None	TF	515--HeLa-S3--HA-E2F1--None
516	HeLa-S3	INI1	None	TF	516--HeLa-S3--INI1--None
517	HeLa-S3	IRF3	None	TF	517--HeLa-S3--IRF3--None
518	HeLa-S3	JUND	None	TF	518--HeLa-S3--JUND--None
519	HeLa-S3	MAFK	None	TF	519--HeLa-S3--MAFK--None
520	HeLa-S3	MAX	None	TF	520--HeLa-S3--MAX--None
521	HeLa-S3	MAZ	None	TF	521--HeLa-S3--MAZ--None
522	HeLa-S3	MXI1	None	TF	522--HeLa-S3--MXI1--None
523	HeLa-S3	NF-YA	None	TF	523--HeLa-S3--NF-YA--None
524	HeLa-S3	NF-YB	None	TF	524--HeLa-S3--NF-YB--None
525	HeLa-S3	NRF1	None	TF	525--HeLa-S3--NRF1--None
526	HeLa-S3	EP300	None	TF	526--HeLa-S3--EP300--None
527	HeLa-S3	Pol2(phosphoS2)	None	Pol	527--HeLa-S3--Pol2_phosphoS2_--None
528	HeLa-S3	Pol2	None	Pol	528--HeLa-S3--Pol2--None
529	HeLa-S3	PRDM1	None	TF	529--HeLa-S3--PRDM1--None
530	HeLa-S3	RAD21	None	TF	530--HeLa-S3--RAD21--None
531	HeLa-S3	RFX5	None	TF	531--HeLa-S3--RFX5--None
532	HeLa-S3	RPC155	None	TF	532--HeLa-S3--RPC155--None
533	HeLa-S3	SMC3	None	TF	533--HeLa-S3--SMC3--None
534	HeLa-S3	SPT20	None	TF	534--HeLa-S3--SPT20--None
535	HeLa-S3	STAT1	IFNg30	TF	535--HeLa-S3--STAT1--IFNg30
536	HeLa-S3	STAT3	None	TF	536--HeLa-S3--STAT3--None
537	HeLa-S3	TBP	None	TF	537--HeLa-S3--TBP--None
538	HeLa-S3	TCF7L2	None	TF	538--HeLa-S3--TCF7L2--None
539	HeLa-S3	TCF7L2	None	TF	539--HeLa-S3--TCF7L2--None
540	HeLa-S3	TFIIIC-110	None	TF	540--HeLa-S3--TFIIIC-110--None
541	HeLa-S3	TR4	None	TF	541--HeLa-S3--TR4--None
542	HeLa-S3	USF2	None	TF	542--HeLa-S3--USF2--None
543	HeLa-S3	ZKSCAN1	None	TF	543--HeLa-S3--ZKSCAN1--None
544	HeLa-S3	ZNF143	None	TF	544--HeLa-S3--ZNF143--None
545	HeLa-S3	ZNF274	None	TF	545--HeLa-S3--ZNF274--None
546	HeLa-S3	ZZZ3	None	TF	546--HeLa-S3--ZZZ3--None
547	HepG2	ARID3A	None	TF	547--HepG2--ARID3A--None
548	HepG2	BHLHE40	None	TF	548--HepG2--BHLHE40--None
549	HepG2	BRCA1	None	TF	549--HepG2--BRCA1--None
550	HepG2	CEBPB	forskolin	TF	550--HepG2--CEBPB--forskolin
551	HepG2	CEBPB	None	TF	551--HepG2--CEBPB--None
552	HepG2	CHD2	None	TF	552--HepG2--CHD2--None
553	HepG2	JUN	None	TF	553--HepG2--JUN--None
554	HepG2	COREST	None	TF	554--HepG2--COREST--None
555	HepG2	ERRA	forskolin	TF	555--HepG2--ERRA--forskolin
556	HepG2	GRp20	forskolin	TF	556--HepG2--GRp20--forskolin
557	HepG2	HNF4A	forskolin	TF	557--HepG2--HNF4A--forskolin
558	HepG2	HSF1	forskolin	TF	558--HepG2--HSF1--forskolin
559	HepG2	IRF3	None	TF	559--HepG2--IRF3--None
560	HepG2	JUND	None	TF	560--HepG2--JUND--None
561	HepG2	MAFF	None	TF	561--HepG2--MAFF--None
562	HepG2	MAFK	None	TF	562--HepG2--MAFK--None
563	HepG2	MAFK	None	TF	563--HepG2--MAFK--None
564	HepG2	MAX	None	TF	564--HepG2--MAX--None
565	HepG2	MAZ	None	TF	565--HepG2--MAZ--None
566	HepG2	MXI1	None	TF	566--HepG2--MXI1--None
567	HepG2	NRF1	None	TF	567--HepG2--NRF1--None
568	HepG2	EP300	None	TF	568--HepG2--EP300--None
569	HepG2	PGC1A	forskolin	TF	569--HepG2--PGC1A--forskolin
570	HepG2	Pol2	forskolin	Pol	570--HepG2--Pol2--forskolin
571	HepG2	Pol2	None	Pol	571--HepG2--Pol2--None
572	HepG2	Pol2(phosphoS2)	None	Pol	572--HepG2--Pol2_phosphoS2_--None
573	HepG2	RAD21	None	TF	573--HepG2--RAD21--None
574	HepG2	RFX5	None	TF	574--HepG2--RFX5--None
575	HepG2	SMC3	None	TF	575--HepG2--SMC3--None
576				TF	576--NA--NA--NA
577	HepG2	TBP	None	TF	577--HepG2--TBP--None
578	HepG2	TCF7L2	None	TF	578--HepG2--TCF7L2--None
579	HepG2	TR4	None	TF	579--HepG2--TR4--None
580	HepG2	USF2	None	TF	580--HepG2--USF2--None
581	HepG2	ZNF274	None	TF	581--HepG2--ZNF274--None
582	HUVEC	FOS	None	TF	582--HUVEC--FOS--None
583	HUVEC	JUN	None	TF	583--HUVEC--JUN--None
584	HUVEC	GATA	None	TF	584--HUVEC--GATA--None
585	HUVEC	MAX	None	TF	585--HUVEC--MAX--None
586	HUVEC	Pol2	None	Pol	586--HUVEC--Pol2--None
587	IMR90	CEBPB	None	TF	587--IMR90--CEBPB--None
588	IMR90	CTCF	None	TF	588--IMR90--CTCF--None
589	IMR90	MAFK	None	TF	589--IMR90--MAFK--None
590	IMR90	Pol2	None	Pol	590--IMR90--Pol2--None
591	IMR90	RAD21	None	TF	591--IMR90--RAD21--None
592	K562	ARID3A	None	TF	592--K562--ARID3A--None
593	K562	ATF1	None	TF	593--K562--ATF1--None
594	K562	ATF3	None	TF	594--K562--ATF3--None
595	K562	BACH1	None	TF	595--K562--BACH1--None
596	K562	BDP1	None	TF	596--K562--BDP1--None
597	K562	BHLHE40	None	TF	597--K562--BHLHE40--None
598	K562	BRF1	None	TF	598--K562--BRF1--None
599	K562	BRF2	None	TF	599--K562--BRF2--None
600	K562	BRG1	None	TF	600--K562--BRG1--None
601	K562	CCNT2	None	TF	601--K562--CCNT2--None
602	K562	CEBPB	None	TF	602--K562--CEBPB--None
603	K562	FOS	None	TF	603--K562--FOS--None
604	K562	CHD2	None	TF	604--K562--CHD2--None
605	K562	JUN	IFNa30	TF	605--K562--JUN--IFNa30
606	K562	JUN	IFNa6h	TF	606--K562--JUN--IFNa6h
607	K562	JUN	IFNg30	TF	607--K562--JUN--IFNg30
608	K562	JUN	IFNg6h	TF	608--K562--JUN--IFNg6h
609	K562	JUN	None	TF	609--K562--JUN--None
610	K562	MYC	IFNa30	TF	610--K562--MYC--IFNa30
611	K562	MYC	IFNa6h	TF	611--K562--MYC--IFNa6h
612	K562	MYC	IFNg30	TF	612--K562--MYC--IFNg30
613	K562	MYC	IFNg6h	TF	613--K562--MYC--IFNg6h
614	K562	MYC	None	TF	614--K562--MYC--None
615	K562	MYC	None	TF	615--K562--MYC--None
616	K562	COREST	None	TF	616--K562--COREST--None
617	K562	COREST	None	TF	617--K562--COREST--None
618	K562	CTCF	None	TF	618--K562--CTCF--None
619	K562	E2F4	None	TF	619--K562--E2F4--None
620	K562	E2F6	None	TF	620--K562--E2F6--None
621	K562	ELK1	None	TF	621--K562--ELK1--None
622	K562	GATA	None	TF	622--K562--GATA--None
623	K562	GATA	None	TF	623--K562--GATA--None
624	K562	GTF2B	None	TF	624--K562--GTF2B--None
625	K562	GTF2F1	None	TF	625--K562--GTF2F1--None
626	K562	HMGN3	None	TF	626--K562--HMGN3--None
627	K562	INI1	None	TF	627--K562--INI1--None
628	K562	IRF1	IFNa30	TF	628--K562--IRF1--IFNa30
629	K562	IRF1	IFNa6h	TF	629--K562--IRF1--IFNa6h
630	K562	IRF1	IFNg30	TF	630--K562--IRF1--IFNg30
631	K562	IRF1	IFNg6h	TF	631--K562--IRF1--IFNg6h
632	K562	JUND	None	TF	632--K562--JUND--None
633	K562	KAP1	None	TF	633--K562--KAP1--None
634	K562	MAFF	None	TF	634--K562--MAFF--None
635	K562	MAFK	None	TF	635--K562--MAFK--None
636	K562	MAX	None	TF	636--K562--MAX--None
637	K562	MAZ	None	TF	637--K562--MAZ--None
638	K562	MXI1	None	TF	638--K562--MXI1--None
639	K562	NELFe	None	TF	639--K562--NELFe--None
640	K562	NF-E2	None	TF	640--K562--NF-E2--None
641	K562	NF-YA	None	TF	641--K562--NF-YA--None
642	K562	NF-YB	None	TF	642--K562--NF-YB--None
643	K562	NRF1	None	TF	643--K562--NRF1--None
644	K562	EP300	None	TF	644--K562--EP300--None
645	K562	Pol2	IFNa30	Pol	645--K562--Pol2--IFNa30
646	K562	Pol2	IFNa6h	Pol	646--K562--Pol2--IFNa6h
647	K562	Pol2	IFNg30	Pol	647--K562--Pol2--IFNg30
648	K562	Pol2	IFNg6h	Pol	648--K562--Pol2--IFNg6h
649	K562	Pol2	None	Pol	649--K562--Pol2--None
650	K562	Pol2(phosphoS2)	None	Pol	650--K562--Pol2_phosphoS2_--None
651	K562	Pol2(phosphoS2)	None	Pol	651--K562--Pol2_phosphoS2_--None
652	K562	Pol2	None	Pol	652--K562--Pol2--None
653	K562	Pol3	None	Pol	653--K562--Pol3--None
654	K562	RAD21	None	TF	654--K562--RAD21--None
655	K562	RFX5	None	TF	655--K562--RFX5--None
656	K562	RPC155	None	TF	656--K562--RPC155--None
657	K562	SETDB1	MNaseD	TF	657--K562--SETDB1--MNaseD
658	K562	SETDB1	None	TF	658--K562--SETDB1--None
659	K562	SIRT6	None	TF	659--K562--SIRT6--None
660	K562	SMC3	None	TF	660--K562--SMC3--None
661	K562	STAT1	IFNa30	TF	661--K562--STAT1--IFNa30
662	K562	STAT1	IFNa6h	TF	662--K562--STAT1--IFNa6h
663	K562	STAT1	IFNg30	TF	663--K562--STAT1--IFNg30
664	K562	STAT1	IFNg6h	TF	664--K562--STAT1--IFNg6h
665	K562	STAT2	IFNa30	TF	665--K562--STAT2--IFNa30
666	K562	STAT2	IFNa6h	TF	666--K562--STAT2--IFNa6h
667	K562	TAL1	None	TF	667--K562--TAL1--None
668	K562	TBLR1	None	TF	668--K562--TBLR1--None
669	K562	TBLR1	None	TF	669--K562--TBLR1--None
670	K562	TBP	None	TF	670--K562--TBP--None
671	K562	TFIIIC-110	None	TF	671--K562--TFIIIC-110--None
672	K562	TR4	None	TF	672--K562--TR4--None
673	K562	UBF	None	TF	673--K562--UBF--None
674	K562	UBTF	None	TF	674--K562--UBTF--None
675	K562	USF2	None	TF	675--K562--USF2--None
676	K562	YY1	None	TF	676--K562--YY1--None
677	K562	ZNF143	None	TF	677--K562--ZNF143--None
678	K562	ZNF263	None	TF	678--K562--ZNF263--None
679	K562	ZNF274	None	TF	679--K562--ZNF274--None
680	K562	ZNF274	None	TF	680--K562--ZNF274--None
681	MCF10A-Er-Src	c-Fos	EtOH_0.01pct	TF	681--MCF10A-Er-Src--c-Fos--EtOH_0.01pct
682	MCF10A-Er-Src	c-Fos	4OHTAM_1uM_12hr	TF	682--MCF10A-Er-Src--c-Fos--4OHTAM_1uM_12hr
683	MCF10A-Er-Src	c-Fos	4OHTAM_1uM_4hr	TF	683--MCF10A-Er-Src--c-Fos--4OHTAM_1uM_4hr
684	MCF10A-Er-Src	c-Fos	4OHTAM_1uM_36hr	TF	684--MCF10A-Er-Src--c-Fos--4OHTAM_1uM_36hr
685	MCF10A-Er-Src	MYC	EtOH_0.01pct	TF	685--MCF10A-Er-Src--MYC--EtOH_0.01pct
686	MCF10A-Er-Src	MYC	4OHTAM_1uM_4hr	TF	686--MCF10A-Er-Src--MYC--4OHTAM_1uM_4hr
687	MCF10A-Er-Src	E2F4	4OHTAM_1uM_36hr	TF	687--MCF10A-Er-Src--E2F4--4OHTAM_1uM_36hr
688	MCF10A-Er-Src	Pol2	EtOH_0.01pct	Pol	688--MCF10A-Er-Src--Pol2--EtOH_0.01pct
689	MCF10A-Er-Src	Pol2	4OHTAM_1uM_36hr	Pol	689--MCF10A-Er-Src--Pol2--4OHTAM_1uM_36hr
690	MCF10A-Er-Src	STAT3	EtOH_0.01pct_4hr	TF	690--MCF10A-Er-Src--STAT3--EtOH_0.01pct_4hr
691	MCF10A-Er-Src	STAT3	EtOH_0.01pct_12hr	TF	691--MCF10A-Er-Src--STAT3--EtOH_0.01pct_12hr
692	MCF10A-Er-Src	STAT3	EtOH_0.01pct	TF	692--MCF10A-Er-Src--STAT3--EtOH_0.01pct
693	MCF10A-Er-Src	STAT3	4OHTAM_1uM_12hr	TF	693--MCF10A-Er-Src--STAT3--4OHTAM_1uM_12hr
694	MCF10A-Er-Src	STAT3	4OHTAM_1uM_36hr	TF	694--MCF10A-Er-Src--STAT3--4OHTAM_1uM_36hr
695	MCF-7	GATA3	None	TF	695--MCF-7--GATA3--None
696	MCF-7	GATA3	None	TF	696--MCF-7--GATA3--None
697	MCF-7	HA-E2F1	None	TF	697--MCF-7--HA-E2F1--None
698	MCF-7	TCF7L2	None	TF	698--MCF-7--TCF7L2--None
699	MCF-7	ZNF217	None	TF	699--MCF-7--ZNF217--None
700	NB4	MYC	None	TF	700--NB4--MYC--None
701	NB4	MAX	None	TF	701--NB4--MAX--None
702	NB4	Pol2	None	Pol	702--NB4--Pol2--None
703	NT2-D1	SUZ12	None	TF	703--NT2-D1--SUZ12--None
704	NT2-D1	YY1	None	TF	704--NT2-D1--YY1--None
705	NT2-D1	ZNF274	None	TF	705--NT2-D1--ZNF274--None
706	PANC-1	TCF7L2	None	TF	706--PANC-1--TCF7L2--None
707	PBDEFetal	GATA	None	TF	707--PBDEFetal--GATA--None
708	PBDE	GATA	None	TF	708--PBDE--GATA--None
709	PBDE	Pol2	None	Pol	709--PBDE--Pol2--None
710	Raji	Pol2	None	Pol	710--Raji--Pol2--None
711	SH-SY5Y	GATA	None	TF	711--SH-SY5Y--GATA--None
712	SH-SY5Y	GATA3	None	TF	712--SH-SY5Y--GATA3--None
713	U2OS	KAP1	None	TF	713--U2OS--KAP1--None
714	U2OS	SETDB1	None	TF	714--U2OS--SETDB1--None
715	K562	eGFP-FOS	None	TF	715--K562--eGFP-FOS--None
716	K562	eGFP-GATA2	None	TF	716--K562--eGFP-GATA2--None
717	K562	eGFP-HDAC8	None	TF	717--K562--eGFP-HDAC8--None
718	K562	eGFP-JunB	None	TF	718--K562--eGFP-JunB--None
719	K562	eGFP-JUND	None	TF	719--K562--eGFP-JUND--None
720	A549	CTCF	None	TF	720--A549--CTCF--None
721	A549	Pol2	None	Pol	721--A549--Pol2--None
722	Fibrobl	CTCF	None	TF	722--Fibrobl--CTCF--None
723	Gliobla	CTCF	None	TF	723--Gliobla--CTCF--None
724	Gliobla	Pol2	None	Pol	724--Gliobla--Pol2--None
725	GM12878	MYC	None	TF	725--GM12878--MYC--None
726	GM12878	CTCF	None	TF	726--GM12878--CTCF--None
727	GM12878	Pol2	None	Pol	727--GM12878--Pol2--None
728	GM12891	CTCF	None	TF	728--GM12891--CTCF--None
729	GM12892	CTCF	None	TF	729--GM12892--CTCF--None
730	GM19238	CTCF	None	TF	730--GM19238--CTCF--None
731	GM19239	CTCF	None	TF	731--GM19239--CTCF--None
732	GM19240	CTCF	None	TF	732--GM19240--CTCF--None
733	H1-hESC	MYC	None	TF	733--H1-hESC--MYC--None
734	H1-hESC	CTCF	None	TF	734--H1-hESC--CTCF--None
735	H1-hESC	Pol2	None	Pol	735--H1-hESC--Pol2--None
736	HeLa-S3	MYC	None	TF	736--HeLa-S3--MYC--None
737	HeLa-S3	CTCF	None	TF	737--HeLa-S3--CTCF--None
738	HeLa-S3	Pol2	None	Pol	738--HeLa-S3--Pol2--None
739	HepG2	MYC	None	TF	739--HepG2--MYC--None
740	HepG2	CTCF	None	TF	740--HepG2--CTCF--None
741	HepG2	Pol2	None	Pol	741--HepG2--Pol2--None
742	HUVEC	MYC	None	TF	742--HUVEC--MYC--None
743	HUVEC	CTCF	None	TF	743--HUVEC--CTCF--None
744	HUVEC	Pol2	None	Pol	744--HUVEC--Pol2--None
745	K562	MYC	None	TF	745--K562--MYC--None
746	K562	CTCF	None	TF	746--K562--CTCF--None
747	K562	Pol2	None	Pol	747--K562--Pol2--None
748	MCF-7	MYC	estrogen	TF	748--MCF-7--MYC--estrogen
749	MCF-7	MYC	serum_stimulated_media	TF	749--MCF-7--MYC--serum_stimulated_media
750	MCF-7	MYC	serum_starved_media	TF	750--MCF-7--MYC--serum_starved_media
751	MCF-7	MYC	vehicle	TF	751--MCF-7--MYC--vehicle
752	MCF-7	CTCF	estrogen	TF	752--MCF-7--CTCF--estrogen
753	MCF-7	CTCF	serum_stimulated_media	TF	753--MCF-7--CTCF--serum_stimulated_media
754	MCF-7	CTCF	serum_starved_media	TF	754--MCF-7--CTCF--serum_starved_media
755	MCF-7	CTCF	None	TF	755--MCF-7--CTCF--None
756	MCF-7	CTCF	vehicle	TF	756--MCF-7--CTCF--vehicle
757	MCF-7	Pol2	serum_stimulated_media	Pol	757--MCF-7--Pol2--serum_stimulated_media
758	MCF-7	Pol2	serum_starved_media	Pol	758--MCF-7--Pol2--serum_starved_media
759	MCF-7	Pol2	None	Pol	759--MCF-7--Pol2--None
760	NHEK	CTCF	None	TF	760--NHEK--CTCF--None
761	ProgFib	CTCF	None	TF	761--ProgFib--CTCF--None
762	ProgFib	Pol2	None	Pol	762--ProgFib--Pol2--None
763	A549	CTCF	None	TF	763--A549--CTCF--None
764	AG04449	CTCF	None	TF	764--AG04449--CTCF--None
765	AG04450	CTCF	None	TF	765--AG04450--CTCF--None
766	AG09309	CTCF	None	TF	766--AG09309--CTCF--None
767	AG09319	CTCF	None	TF	767--AG09319--CTCF--None
768	AG10803	CTCF	None	TF	768--AG10803--CTCF--None
769	AoAF	CTCF	None	TF	769--AoAF--CTCF--None
770	BE2_C	CTCF	None	TF	770--BE2_C--CTCF--None
771	BJ	CTCF	None	TF	771--BJ--CTCF--None
772	Caco-2	CTCF	None	TF	772--Caco-2--CTCF--None
773	GM06990	CTCF	None	TF	773--GM06990--CTCF--None
774	GM12801	CTCF	None	TF	774--GM12801--CTCF--None
775	GM12864	CTCF	None	TF	775--GM12864--CTCF--None
776	GM12865	CTCF	None	TF	776--GM12865--CTCF--None
777	GM12872	CTCF	None	TF	777--GM12872--CTCF--None
778	GM12873	CTCF	None	TF	778--GM12873--CTCF--None
779	GM12874	CTCF	None	TF	779--GM12874--CTCF--None
780	GM12875	CTCF	None	TF	780--GM12875--CTCF--None
781	GM12878	CTCF	None	TF	781--GM12878--CTCF--None
782	HAc	CTCF	None	TF	782--HAc--CTCF--None
783	HA-sp	CTCF	None	TF	783--HA-sp--CTCF--None
784	HBMEC	CTCF	None	TF	784--HBMEC--CTCF--None
785	HCFaa	CTCF	None	TF	785--HCFaa--CTCF--None
786	HCM	CTCF	None	TF	786--HCM--CTCF--None
787	HCPEpiC	CTCF	None	TF	787--HCPEpiC--CTCF--None
788	HCT-116	CTCF	None	TF	788--HCT-116--CTCF--None
789	HEEpiC	CTCF	None	TF	789--HEEpiC--CTCF--None
790	HEK293	CTCF	None	TF	790--HEK293--CTCF--None
791	HeLa-S3	CTCF	None	TF	791--HeLa-S3--CTCF--None
792	HepG2	CTCF	None	TF	792--HepG2--CTCF--None
793	HFF	CTCF	None	TF	793--HFF--CTCF--None
794	HFF-Myc	CTCF	None	TF	794--HFF-Myc--CTCF--None
795	HL-60	CTCF	None	TF	795--HL-60--CTCF--None
796	HMEC	CTCF	None	TF	796--HMEC--CTCF--None
797	HMF	CTCF	None	TF	797--HMF--CTCF--None
798	HPAF	CTCF	None	TF	798--HPAF--CTCF--None
799	HPF	CTCF	None	TF	799--HPF--CTCF--None
800	HRE	CTCF	None	TF	800--HRE--CTCF--None
801	HRPEpiC	CTCF	None	TF	801--HRPEpiC--CTCF--None
802	HUVEC	CTCF	None	TF	802--HUVEC--CTCF--None
803	HVMF	CTCF	None	TF	803--HVMF--CTCF--None
804	K562	CTCF	None	TF	804--K562--CTCF--None
805	MCF-7	CTCF	None	TF	805--MCF-7--CTCF--None
806	NB4	CTCF	None	TF	806--NB4--CTCF--None
807	NHDF-neo	CTCF	None	TF	807--NHDF-neo--CTCF--None
808	NHEK	CTCF	None	TF	808--NHEK--CTCF--None
809	NHLF	CTCF	None	TF	809--NHLF--CTCF--None
810	RPTEC	CTCF	None	TF	810--RPTEC--CTCF--None
811	SAEC	CTCF	None	TF	811--SAEC--CTCF--None
812	SK-N-SH_RA	CTCF	None	TF	812--SK-N-SH_RA--CTCF--None
813	WERI-Rb-1	CTCF	None	TF	813--WERI-Rb-1--CTCF--None
814	WI-38	CTCF	None	TF	814--WI-38--CTCF--None
815	H1-hESC	H2AK5ac	None	Histone	815--H1-hESC--H2AK5ac--None
